fbr_id,cnic,full_name,reported_address,city,province,date,fiscal_year,declared_income_pkr,tax_paid_pkr,filer_status,declared_assets_pkr,income_source
FBR-2022-313165,61101-1000942-4,Chaudhry Khalid Malik,"House 81, Street 6, Gulberg, Lahore",Lahore,Punjab,2022-04-21,2022,2132337,254566,Filer,658756,Salary
FBR-2021-580789,61101-1000880-0,Usman Malik Sahib,"House 406, Street 20, Bahadurabad, Karachi",Karachi,Sindh,2021-10-03,2021,801069,815,Non-Filer,606470,Business
FBR-2016-740153,33100-1000993-1,Hira Shah Sahib,"House 514, Street 10, Bosan Road, Multan",Multan,Punjab,2016-01-01,2016,1468575,392,Non-Filer,3056015,Agriculture
FBR-2021-976723,42101-1001176-2,T. Hussain,"House 769, Street 18, Brewery Road, Quetta",Quetta,Balochistan,2021-11-28,2021,1437213,180592,Filer,1704396,Salary
FBR-2018-237293,61101-1000875-5,W. Akram,"House 922, Street 6, Hayatabad, Peshawar",Peshawar,KPK,2018-05-23,2018,914667,88263,Late-Filer,527788,Agriculture
FBR-2016-296250,45501-1000733-1,Shazia Butt Sahib,"House 205, Street 23, Gulberg, Faisalabad",Faisalabad,Punjab,2016-01-23,2016,630394,1382,Non-Filer,377673,Agriculture
FBR-2023-505840,54400-1001566-2,M. Malik,"House 136, Street 18, Saddar, Peshawar",Peshawar,KPK,2023-09-17,2023,812185,58652,Filer,1076533,Business
FBR-2024-926851,35202-1001917-9,Ahmed Baig Sahib,"House 368, Street 1, Cantt, Quetta",Quetta,Balochistan,2024-10-07,2024,1330613,139164,Filer,212218,Agriculture
FBR-2024-185590,35202-1000231-7,Taha Hussain,"House 353, Street 13, Model Town, Lahore",Lahore,Punjab,2024-04-09,2024,436336,572,Filer,962386,Agriculture
FBR-2016-757981,17301-1000561-7,M. Ahmed,"House 190, Street 12, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2016-01-04,2016,17301243,660615,Filer,16878455,Business
FBR-2023-918303,54400-1000779-3,Sana Iqbal Sahib,"House 259, Street 25, Model Town, Gujranwala",Gujranwala,Punjab,2023-08-16,2023,2983182,89387,Late-Filer,198975,Rental
FBR-2017-151130,35202-1000457-9,Ali Raza,"House 614, Street 8, Bahria Enclave, Islamabad",Islamabad,Islamabad,2017-01-20,2017,6655946,6909,Non-Filer,4279099,Salary
FBR-2023-455792,17301-1000481-7,M. Malik,"House 517, Street 14, Jinnah Town, Quetta",Quetta,Balochistan,2023-12-14,2023,839031,68912,Late-Filer,1891080,Business
FBR-2018-493158,17301-1001464-8,N. Hussain,"House 34, Street 17, Peoples Colony, Gujranwala",Gujranwala,Punjab,2018-11-28,2018,1722020,946,Non-Filer,729557,Rental
FBR-2018-664360,61101-1001802-4,Maham Tariq,"House 805, Street 16, Satellite Town, Gujranwala",Gujranwala,Punjab,2018-02-25,2018,464636,76,Filer,709278,Unknown
FBR-2024-796444,61101-1000731-7,Chaudhry Naveed Raza,"House 521, Street 7, Saddar, Rawalpindi",Rawalpindi,Punjab,2024-09-22,2024,1825524,198291,Filer,2781753,Unknown
FBR-2023-193925,42101-1001181-7,Chaudhry Mariam Malik,"House 683, Street 4, Brewery Road, Quetta",Quetta,Balochistan,2023-11-17,2023,7745574,946638,Filer,7366005,Unknown
FBR-2017-390259,42101-1001254-8,N. Hussain,"House 205, Street 20, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2017-08-10,2017,673949,18744,Filer,339038,Freelance
FBR-2021-771219,33100-1001556-2,Chaudhry Fahad Mirza,"House 159, Street 29, Brewery Road, Quetta",Quetta,Balochistan,2021-03-26,2021,885382,54701,Filer,1262618,Unknown
FBR-2026-126886,35202-1001757-9,A. Khan,"House 200, Street 25, Satellite Town, Quetta",Quetta,Balochistan,2026-08-07,2026,4696377,517770,Filer,4940542,Freelance
FBR-2023-462350,54400-1001594-8,Rabia Noor,"House 867, Street 23, D Ground, Faisalabad",Faisalabad,Punjab,2023-02-11,2023,522436,563,Filer,373694,Freelance
FBR-2016-450097,54400-1000143-1,H. Khan,"House 328, Street 5, Cantt, Multan",Multan,Punjab,2016-05-11,2016,717627,28787,Filer,444356,Rental
FBR-2021-510460,17301-1001511-7,H. Sheikh,"House 103, Street 3, Latifabad, Hyderabad",Hyderabad,Sindh,2021-11-29,2021,859204,110013,Filer,290342,Business
FBR-2020-919199,33100-1001003-1,Asad Iqbal,"House 55, Street 35, Bosan Road, Multan",Multan,Punjab,2020-01-16,2020,11189169,682751,Filer,1116941,Agriculture
FBR-2023-101482,35202-1001051-7,M. Ahmed,"House 249, Street 18, DHA Multan, Multan",Multan,Punjab,2023-07-30,2023,691761,72740,Filer,318075,Agriculture
FBR-2018-991964,33100-1000192-4,Maham Tariq,"House 157, Street 16, Satellite Town, Quetta",Quetta,Balochistan,2018-04-24,2018,1208457,148050,Filer,1587901,Freelance
FBR-2026-170695,33100-1000060-0,Sara Ahmed,"House 208, Street 20, Saddar, Hyderabad",Hyderabad,Sindh,2026-12-18,2026,28166343,2949576,Filer,43324036,Salary
FBR-2018-930405,61101-1000278-6,Shazia Butt,"House 634, Street 32, Bahria Enclave, Islamabad",Islamabad,Islamabad,2018-07-29,2018,2181843,1878,Non-Filer,1178695,Freelance
FBR-2025-942219,42101-1000602-4,Ayesha Khan,"House 512, Street 32, Qasimabad, Hyderabad",Hyderabad,Sindh,2025-02-22,2025,1340649,109669,Filer,2782633,Freelance
FBR-2024-774974,54400-1000596-2,Muhammad Ahmed Sahib,"House 495, Street 28, PWD, Rawalpindi",Rawalpindi,Punjab,2024-01-01,2024,7860015,10702,Non-Filer,13879178,Business
FBR-2020-673950,17301-1000773-1,Chaudhry Hassan Khan,"House 561, Street 11, Chaklala, Rawalpindi",Rawalpindi,Punjab,2020-10-09,2020,7112700,459056,Filer,5012392,Rental
FBR-2024-847266,54400-1000662-4,Khalid Malik Sahib,"House 110, Street 30, Saddar, Hyderabad",Hyderabad,Sindh,2024-12-18,2024,652952,43135,Filer,1057281,Rental
FBR-2026-582431,17301-1000140-0,Waseem Akram,"House 756, Street 22, Latifabad, Hyderabad",Hyderabad,Sindh,2026-10-03,2026,461308,3138,Filer,733180,Salary
FBR-2016-552350,54400-1000236-2,M. Malik,"House 556, Street 15, Brewery Road, Quetta",Quetta,Balochistan,2016-02-05,2016,859341,2459,Non-Filer,312114,Business
FBR-2022-532204,35202-1000669-3,Chaudhry Bilal Ahmed,"House 154, Street 8, Military Road, Sukkur",Sukkur,Sindh,2022-07-22,2022,623697,2055,Non-Filer,853383,Agriculture
FBR-2016-508065,33100-1001406-2,Hamza Sheikh,"House 108, Street 12, DHA Multan, Multan",Multan,Punjab,2016-01-11,2016,2095943,247704,Late-Filer,1074958,Salary
FBR-2021-666799,35202-1000703-1,H. Khan,"House 81, Street 35, Gulberg, Faisalabad",Faisalabad,Punjab,2021-06-06,2021,460033,1909,Non-Filer,679405,Freelance
FBR-2022-469641,54400-1001337-9,A. Khan,"House 613, Street 16, Chaklala, Rawalpindi",Rawalpindi,Punjab,2022-12-10,2022,1528614,171549,Late-Filer,488436,Agriculture
FBR-2017-604401,54400-1001354-8,Laiba Khan Sahib,"House 137, Street 24, Chaklala, Rawalpindi",Rawalpindi,Punjab,2017-01-25,2017,378805,1229,Non-Filer,177213,Salary
FBR-2020-914371,61101-1001869-3,Nimra Aslam Sahib,"House 591, Street 18, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2020-09-23,2020,1648453,61988,Filer,510317,Business
FBR-2021-870638,42101-1000064-8,N. Hussain,"House 71, Street 28, Satellite Town, Quetta",Quetta,Balochistan,2021-05-14,2021,1416433,7024,Non-Filer,579294,Rental
FBR-2017-292613,45501-1001587-9,Umer Farooq,"House 329, Street 2, Bahadurabad, Karachi",Karachi,Sindh,2017-07-23,2017,11625341,402140,Filer,8795764,Business
FBR-2020-380591,33100-1001547-9,Ayesha Khan Sahib,"House 18, Street 12, Gulbahar, Peshawar",Peshawar,KPK,2020-02-04,2020,1705526,77480,Filer,1988565,Business
FBR-2017-701415,17301-1000607-9,Chaudhry Umer Farooq,"House 325, Street 8, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2017-11-07,2017,613160,297,Non-Filer,1267678,Rental
FBR-2026-804284,45501-1001849-3,Nida Hussain,"House 818, Street 4, Peoples Colony, Gujranwala",Gujranwala,Punjab,2026-05-10,2026,432718,2030,Non-Filer,316927,Agriculture
FBR-2021-405523,61101-1000978-6,Shazia Butt,"House 865, Street 30, Bahadurabad, Karachi",Karachi,Sindh,2021-07-15,2021,7486845,645293,Late-Filer,7347831,Business
FBR-2021-202980,61101-1001150-0,H. Ghani,"House 709, Street 30, Wapda Town, Gujranwala",Gujranwala,Punjab,2021-09-15,2021,658853,31850,Late-Filer,240418,Agriculture
FBR-2021-976476,33100-1000375-5,Sara Ahmed,"House 50, Street 27, DHA Phase 6, Karachi",Karachi,Sindh,2021-08-04,2021,1312448,108836,Late-Filer,218059,Rental
FBR-2024-452629,61101-1000381-7,N. Raza,"House 691, Street 12, Saddar, Rawalpindi",Rawalpindi,Punjab,2024-11-03,2024,1124848,85685,Filer,1022423,Salary
FBR-2025-430709,33100-1001021-7,Hamza Sheikh,"House 682, Street 9, Shah Rukn-e-Alam, Multan",Multan,Punjab,2025-09-19,2025,2375029,7738,Non-Filer,3355924,Business
FBR-2018-470473,45501-1001983-1,Chaudhry Asad Iqbal,"House 18, Street 11, Bosan Road, Multan",Multan,Punjab,2018-03-28,2018,1545953,81152,Filer,962542,Rental
FBR-2017-742177,17301-1001581-7,Chaudhry Hamza Sheikh,"House 950, Street 19, Barrage Road, Sukkur",Sukkur,Sindh,2017-08-04,2017,3387635,151575,Late-Filer,1002010,Rental
FBR-2018-278931,17301-1000578-6,Kashif Javed Sahib,"House 770, Street 34, People Colony, Faisalabad",Faisalabad,Punjab,2018-07-21,2018,2129690,165812,Filer,1887005,Freelance
FBR-2024-108784,33100-1001269-3,Sana Iqbal,"House 595, Street 35, Bahadurabad, Karachi",Karachi,Sindh,2024-07-04,2024,2050496,120746,Filer,2440764,Freelance
FBR-2023-132259,33100-1001364-8,Amna Chaudhry,"House 37, Street 29, Satellite Town, Gujranwala",Gujranwala,Punjab,2023-01-12,2023,10912620,432897,Filer,2443526,Rental
FBR-2016-617164,54400-1000366-2,Chaudhry Fahad Mirza,"House 916, Street 24, Warsak Road, Peshawar",Peshawar,KPK,2016-11-16,2016,4599020,133295,Filer,5694512,Agriculture
FBR-2017-752483,54400-1001058-6,Fatima Ali,"House 560, Street 20, Hussainabad, Hyderabad",Hyderabad,Sindh,2017-01-28,2017,5411416,600792,Filer,5088732,Salary
FBR-2024-869297,61101-1001228-6,Hassan Khan Sahib,"House 509, Street 19, Bahadurabad, Karachi",Karachi,Sindh,2024-01-14,2024,11457151,520518,Filer,16432529,Unknown
FBR-2026-847140,61101-1000188-6,Hira Shah Sahib,"House 881, Street 8, Bosan Road, Multan",Multan,Punjab,2026-06-13,2026,316289,1027,Non-Filer,491002,Unknown
FBR-2026-774193,54400-1001268-6,F. Ali,"House 733, Street 26, Cantt, Multan",Multan,Punjab,2026-06-01,2026,359345,1183,Non-Filer,439917,Freelance
FBR-2022-921991,35202-1001741-7,Chaudhry Mariam Malik,"House 909, Street 19, Bahria Town, Lahore",Lahore,Punjab,2022-10-06,2022,1462728,186219,Late-Filer,1765490,Business
FBR-2016-127374,54400-1000014-8,Nimra Aslam Sahib,"House 807, Street 22, Hayatabad, Peshawar",Peshawar,KPK,2016-03-05,2016,709039,36507,Late-Filer,414003,Rental
FBR-2025-167418,45501-1001046-2,N. Raza,"House 685, Street 2, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2025-09-30,2025,1413963,165066,Filer,379040,Agriculture
FBR-2022-148961,33100-1000432-4,U. Farooq,"House 152, Street 24, Satellite Town, Gujranwala",Gujranwala,Punjab,2022-05-13,2022,22440648,1244714,Filer,30688964,Business
FBR-2021-997110,61101-1000382-4,Khalid Malik,"House 625, Street 19, People Colony, Faisalabad",Faisalabad,Punjab,2021-10-11,2021,1365003,3897,Non-Filer,2596758,Business
FBR-2023-406953,17301-1000172-4,K. Malik,"House 186, Street 7, Brewery Road, Quetta",Quetta,Balochistan,2023-08-05,2023,2177547,277673,Filer,4505828,Salary
FBR-2022-152903,33100-1000306-2,Mariam Malik,"House 890, Street 15, Auto Bhan, Hyderabad",Hyderabad,Sindh,2022-03-15,2022,6220332,25308,Non-Filer,770061,Business
FBR-2022-459237,45501-1001930-0,U. Malik,"House 308, Street 2, Cantt, Quetta",Quetta,Balochistan,2022-09-29,2022,7047268,337046,Filer,738324,Agriculture
FBR-2022-471382,35202-1000117-9,Chaudhry Umer Farooq,"House 668, Street 26, Civil Lines, Gujranwala",Gujranwala,Punjab,2022-11-30,2022,2390891,305690,Filer,341430,Business
FBR-2024-862723,54400-1001501-7,Naveed Raza Sahib,"House 109, Street 2, Bosan Road, Multan",Multan,Punjab,2024-10-31,2024,24513026,2464947,Filer,45081742,Business
FBR-2019-468716,35202-1001557-9,Maham Tariq Sahib,"House 51, Street 16, Gulberg, Faisalabad",Faisalabad,Punjab,2019-04-18,2019,1137820,28664,Filer,1610579,Freelance
FBR-2018-627203,33100-1001541-7,Chaudhry Muhammad Ahmed,"House 100, Street 6, DHA Phase 2, Islamabad",Islamabad,Islamabad,2018-08-10,2018,1113519,110443,Filer,179542,Unknown
FBR-2016-511785,54400-1001881-7,Chaudhry Mariam Malik,"House 776, Street 6, Peoples Colony, Gujranwala",Gujranwala,Punjab,2016-03-24,2016,1298271,74171,Filer,258200,Salary
FBR-2018-979049,33100-1001130-0,Zainab Ahmed,"House 449, Street 4, University Road, Peshawar",Peshawar,KPK,2018-09-16,2018,2382380,194590,Filer,1170849,Agriculture
FBR-2023-227095,61101-1000700-0,Chaudhry Waseem Akram,"House 416, Street 30, Queens Road, Sukkur",Sukkur,Sindh,2023-11-01,2023,3745335,8331,Non-Filer,1287451,Salary
FBR-2023-358072,42101-1001683-1,Hassan Khan,"House 950, Street 34, Samungli Road, Quetta",Quetta,Balochistan,2023-04-25,2023,27058915,109559,Non-Filer,5627772,Salary
FBR-2017-238625,54400-1000522-4,K. Malik,"House 721, Street 7, Nazimabad, Karachi",Karachi,Sindh,2017-05-05,2017,481048,1259,Non-Filer,331281,Salary
FBR-2023-273298,17301-1000685-5,Chaudhry Imran Siddiqui,"House 664, Street 9, DHA Phase 2, Islamabad",Islamabad,Islamabad,2023-09-23,2023,3800847,474707,Filer,773412,Freelance
FBR-2018-206444,61101-1000132-4,Ahmed Baig Sahib,"House 965, Street 3, G-11, Islamabad",Islamabad,Islamabad,2018-02-12,2018,527054,293,Non-Filer,466302,Freelance
FBR-2024-932234,45501-1000274-8,Chaudhry Nida Hussain,"House 441, Street 32, F-10, Islamabad",Islamabad,Islamabad,2024-06-25,2024,670624,2585,Non-Filer,811368,Rental
FBR-2022-986762,33100-1001505-5,Waseem Akram,"House 699, Street 12, Gulgasht, Multan",Multan,Punjab,2022-05-03,2022,1241251,65971,Filer,900333,Rental
FBR-2017-340978,35202-1000354-8,Bilal Ahmed,"House 107, Street 15, Brewery Road, Quetta",Quetta,Balochistan,2017-06-09,2017,14310132,517601,Filer,436400,Freelance
FBR-2020-744199,33100-1000477-9,M. Akhtar,"House 675, Street 7, Nazimabad, Karachi",Karachi,Sindh,2020-06-20,2020,1465809,177315,Filer,1111780,Salary
FBR-2018-340223,54400-1000989-3,Chaudhry Sana Iqbal,"House 303, Street 22, PWD, Rawalpindi",Rawalpindi,Punjab,2018-01-20,2018,1537395,181598,Filer,235379,Salary
FBR-2022-920730,54400-1001123-1,Chaudhry Hassan Khan,"House 553, Street 25, Satellite Town, Gujranwala",Gujranwala,Punjab,2022-08-02,2022,1886000,187488,Filer,5111591,Business
FBR-2021-639762,45501-1001145-5,Sara Ahmed Sahib,"House 932, Street 26, Bahria Town, Lahore",Lahore,Punjab,2021-10-02,2021,565410,786,Non-Filer,117794,Salary
FBR-2020-248202,42101-1000682-4,Maham Tariq,"House 91, Street 14, Military Road, Sukkur",Sukkur,Sindh,2020-05-01,2020,25335565,1781695,Filer,18871794,Rental
FBR-2018-908833,42101-1000958-6,Chaudhry Hira Shah,"House 713, Street 13, Bahria Town, Lahore",Lahore,Punjab,2018-07-27,2018,3256672,368964,Filer,1994835,Business
FBR-2024-855833,42101-1000714-8,Nimra Aslam Sahib,"House 325, Street 14, Brewery Road, Quetta",Quetta,Balochistan,2024-06-30,2024,5654787,541571,Filer,437848,Agriculture
FBR-2019-505163,42101-1000147-9,Ayesha Khan,"House 415, Street 5, Cantt, Quetta",Quetta,Balochistan,2019-07-30,2019,1992976,6410,Non-Filer,2698132,Freelance
FBR-2020-981119,17301-1001284-8,L. Khan,"House 309, Street 3, Saddar, Peshawar",Peshawar,KPK,2020-01-31,2020,1914897,183583,Filer,2151193,Unknown
FBR-2024-896525,61101-1001101-7,Fahad Mirza,"House 310, Street 11, Model Town, Lahore",Lahore,Punjab,2024-10-15,2024,2218582,9956,Non-Filer,2495258,Business
FBR-2018-513575,17301-1000023-1,Chaudhry Asad Iqbal,"House 39, Street 21, Model Town, Gujranwala",Gujranwala,Punjab,2018-01-17,2018,994936,3934,Non-Filer,1036824,Agriculture
FBR-2025-926822,61101-1000268-6,Asad Iqbal,"House 316, Street 4, People Colony, Faisalabad",Faisalabad,Punjab,2025-04-27,2025,219685,1029,Non-Filer,380269,Agriculture
FBR-2017-510822,54400-1001507-9,Chaudhry Ali Raza,"House 135, Street 29, Bahadurabad, Karachi",Karachi,Sindh,2017-02-06,2017,3476080,12808,Non-Filer,1861097,Business
FBR-2019-490100,17301-1000082-4,Umer Farooq Sahib,"House 989, Street 14, Bosan Road, Multan",Multan,Punjab,2019-08-30,2019,738995,27023,Filer,549660,Unknown
FBR-2019-893226,17301-1000813-1,Fatima Ali,"House 962, Street 29, DHA Phase 6, Karachi",Karachi,Sindh,2019-04-17,2019,6179846,547794,Filer,495377,Rental
FBR-2023-280714,42101-1001603-1,K. Qureshi,"House 692, Street 13, Civil Lines, Gujranwala",Gujranwala,Punjab,2023-07-05,2023,5570466,11428,Non-Filer,4291529,Salary
FBR-2022-477083,42101-1001500-0,Huma Ghani,"House 307, Street 31, Auto Bhan, Hyderabad",Hyderabad,Sindh,2022-03-16,2022,849009,2813,Non-Filer,284190,Freelance
FBR-2021-756697,33100-1001459-3,Laiba Khan,"House 329, Street 14, G-11, Islamabad",Islamabad,Islamabad,2021-03-13,2021,2485993,189075,Filer,624844,Salary
FBR-2026-694774,45501-1001121-7,M. Ahmed,"House 238, Street 34, Qasimabad, Hyderabad",Hyderabad,Sindh,2026-05-01,2026,2370111,5886,Non-Filer,2674113,Freelance
FBR-2019-352838,54400-1001470-0,Waseem Akram,"House 862, Street 21, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2019-10-02,2019,617586,306,Non-Filer,928528,Rental
FBR-2018-395942,61101-1001592-4,Maham Tariq,"House 718, Street 28, Gulgasht, Multan",Multan,Punjab,2018-01-13,2018,5981220,322104,Filer,1536327,Unknown
FBR-2021-131069,33100-1001151-7,Chaudhry Naveed Raza,"House 871, Street 22, Rohri, Sukkur",Sukkur,Sindh,2021-04-06,2021,387251,2841,Late-Filer,138353,Agriculture
FBR-2023-161234,54400-1000218-6,Chaudhry Fatima Ali,"House 728, Street 17, Satellite Town, Quetta",Quetta,Balochistan,2023-05-30,2023,1962890,189411,Filer,3265150,Agriculture
FBR-2022-640873,54400-1000367-9,Chaudhry Maham Tariq,"House 996, Street 24, Cantt, Quetta",Quetta,Balochistan,2022-04-22,2022,2347976,194008,Filer,1367115,Agriculture
FBR-2022-340922,61101-1000326-2,Saad Qureshi,"House 523, Street 13, Gulbahar, Peshawar",Peshawar,KPK,2022-06-18,2022,1082830,63768,Filer,909744,Freelance
FBR-2021-199396,35202-1001876-2,Taha Hussain Sahib,"House 153, Street 1, Model Town, Lahore",Lahore,Punjab,2021-01-31,2021,743084,64293,Filer,1390224,Business
FBR-2021-344390,33100-1001692-4,Umer Farooq,"House 842, Street 10, Wapda Town, Gujranwala",Gujranwala,Punjab,2021-11-23,2021,452504,1037,Non-Filer,110337,Freelance
FBR-2023-416224,61101-1001696-2,F. Mirza,"House 595, Street 26, DHA Multan, Multan",Multan,Punjab,2023-09-05,2023,2204172,7158,Non-Filer,1236639,Agriculture
FBR-2026-370706,54400-1001957-9,Khalid Malik,"House 171, Street 23, Shah Rukn-e-Alam, Multan",Multan,Punjab,2026-10-08,2026,2064208,7850,Non-Filer,1006505,Rental
FBR-2025-558337,45501-1001097-9,U. Farooq,"House 806, Street 25, PWD, Rawalpindi",Rawalpindi,Punjab,2025-12-20,2025,3318061,98054,Filer,3705775,Unknown
FBR-2021-471056,61101-1001174-8,Rabia Noor,"House 479, Street 5, Shah Rukn-e-Alam, Multan",Multan,Punjab,2021-10-10,2021,1722895,218614,Filer,2131834,Freelance
FBR-2016-396208,33100-1000573-1,Hira Shah Sahib,"House 723, Street 18, Latifabad, Hyderabad",Hyderabad,Sindh,2016-05-24,2016,2654677,3624,Non-Filer,253260,Salary
FBR-2025-495827,33100-1001614-8,B. Ahmed,"House 640, Street 22, Brewery Road, Quetta",Quetta,Balochistan,2025-12-07,2025,376356,1017,Filer,512626,Freelance
FBR-2017-395720,35202-1000506-2,Fahad Mirza Sahib,"House 630, Street 7, DHA Phase 2, Islamabad",Islamabad,Islamabad,2017-06-19,2017,424605,4501,Filer,211762,Rental
FBR-2017-497363,35202-1001684-8,Bilal Ahmed Sahib,"House 379, Street 25, Qasimabad, Hyderabad",Hyderabad,Sindh,2017-03-17,2017,7199102,453878,Filer,6214663,Business
FBR-2017-844823,33100-1000494-8,B. Ahmed,"House 577, Street 33, PWD, Rawalpindi",Rawalpindi,Punjab,2017-07-23,2017,5583882,23193,Non-Filer,1397002,Freelance
FBR-2020-642047,33100-1001033-1,K. Javed,"House 728, Street 6, Bahadurabad, Karachi",Karachi,Sindh,2020-12-24,2020,390256,2943,Filer,601049,Business
FBR-2017-683364,17301-1001219-3,N. Hussain,"House 909, Street 27, DHA Phase 2, Islamabad",Islamabad,Islamabad,2017-05-18,2017,1847379,218276,Filer,302705,Rental
FBR-2017-179961,33100-1000267-9,Muneeb Akhtar,"House 743, Street 15, Nazimabad, Karachi",Karachi,Sindh,2017-11-24,2017,2325549,75720,Late-Filer,384319,Unknown
FBR-2026-505429,17301-1000176-2,Muhammad Ahmed,"House 452, Street 11, Gulberg, Faisalabad",Faisalabad,Punjab,2026-09-01,2026,606908,15417,Filer,1079372,Unknown
FBR-2020-224308,33100-1000024-8,Laiba Khan,"House 585, Street 22, Nazimabad, Karachi",Karachi,Sindh,2020-08-27,2020,1356943,175478,Filer,552425,Rental
FBR-2024-382177,54400-1001178-6,Asad Iqbal,"House 344, Street 27, Qasimabad, Hyderabad",Hyderabad,Sindh,2024-02-03,2024,477744,3521,Filer,261417,Rental
FBR-2023-365839,35202-1001402-4,A. Raza,"House 23, Street 30, Saddar, Hyderabad",Hyderabad,Sindh,2023-04-02,2023,14021879,1419015,Late-Filer,2391615,Freelance
FBR-2022-184394,54400-1001162-4,A. Khan,"House 850, Street 2, DHA Phase 5, Lahore",Lahore,Punjab,2022-04-17,2022,1039863,55354,Filer,1051079,Salary
FBR-2020-356422,35202-1000538-6,H. Shah,"House 139, Street 1, DHA Multan, Multan",Multan,Punjab,2020-06-21,2020,23997684,96952,Non-Filer,491091,Unknown
FBR-2024-169030,45501-1000398-6,H. Shah,"House 356, Street 11, DHA Phase 6, Karachi",Karachi,Sindh,2024-01-22,2024,705594,86172,Filer,156057,Business
FBR-2017-746151,54400-1001457-9,Chaudhry Muneeb Akhtar,"House 761, Street 28, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2017-10-05,2017,6292367,768605,Filer,11156475,Agriculture
FBR-2017-813244,17301-1000995-5,D. Butt,"House 903, Street 25, Satellite Town, Quetta",Quetta,Balochistan,2017-03-11,2017,662379,816,Non-Filer,838016,Agriculture
FBR-2024-244053,61101-1000886-2,Saad Qureshi,"House 885, Street 11, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2024-11-27,2024,5727562,9303,Non-Filer,1709443,Business
FBR-2025-565341,42101-1001653-1,Fatima Ali Sahib,"House 509, Street 13, DHA Phase 2, Islamabad",Islamabad,Islamabad,2025-01-08,2025,1674112,134406,Filer,167879,Unknown
FBR-2017-369500,54400-1001292-4,Khalid Malik,"House 373, Street 15, PWD, Rawalpindi",Rawalpindi,Punjab,2017-03-09,2017,1982649,7720,Non-Filer,778608,Freelance
FBR-2026-401273,33100-1000055-5,Imran Siddiqui,"House 978, Street 19, Rohri, Sukkur",Sukkur,Sindh,2026-11-17,2026,28782331,41595,Non-Filer,21839543,Business
FBR-2021-530256,17301-1000403-1,K. Javed,"House 394, Street 28, Clifton, Karachi",Karachi,Sindh,2021-09-10,2021,1554370,5579,Non-Filer,636614,Unknown
FBR-2025-745200,35202-1001627-9,Chaudhry Maham Tariq,"House 120, Street 3, DHA Phase 2, Islamabad",Islamabad,Islamabad,2025-05-06,2025,14454968,16703,Non-Filer,10409266,Freelance
FBR-2017-176259,17301-1001409-3,S. Iqbal,"House 459, Street 30, E-11, Islamabad",Islamabad,Islamabad,2017-02-22,2017,833872,48807,Filer,576671,Unknown
FBR-2017-605560,33100-1001646-2,Muhammad Ahmed,"House 190, Street 29, DHA Phase 6, Karachi",Karachi,Sindh,2017-05-04,2017,1392017,170944,Filer,288978,Freelance
FBR-2021-762893,17301-1001455-5,Chaudhry Imran Siddiqui,"House 224, Street 34, Auto Bhan, Hyderabad",Hyderabad,Sindh,2021-01-16,2021,820583,605,Non-Filer,271318,Rental
FBR-2021-261661,61101-1000720-0,Chaudhry Imran Siddiqui,"House 60, Street 33, PWD, Rawalpindi",Rawalpindi,Punjab,2021-09-20,2021,1510575,63351,Late-Filer,1956191,Salary
FBR-2020-988814,35202-1000525-5,Chaudhry Waseem Akram,"House 280, Street 26, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2020-04-24,2020,1126141,128666,Filer,1816819,Rental
FBR-2025-708780,35202-1001752-4,Ali Raza,"House 11, Street 34, Chaklala, Rawalpindi",Rawalpindi,Punjab,2025-01-16,2025,374016,1441,Non-Filer,708210,Agriculture
FBR-2023-348253,61101-1000229-3,Rabia Noor,"House 805, Street 30, Satellite Town, Gujranwala",Gujranwala,Punjab,2023-11-21,2023,515737,2066,Non-Filer,465883,Business
FBR-2024-586572,54400-1001320-0,S. Ahmed,"House 830, Street 34, F-10, Islamabad",Islamabad,Islamabad,2024-03-05,2024,2190857,184349,Filer,2190750,Rental
FBR-2026-292021,45501-1001817-9,Khalid Malik,"House 739, Street 15, Gulberg, Faisalabad",Faisalabad,Punjab,2026-12-08,2026,19860793,2117112,Filer,18300231,Agriculture
FBR-2020-485701,33100-1000755-5,Imran Siddiqui Sahib,"House 199, Street 14, Madina Town, Faisalabad",Faisalabad,Punjab,2020-07-14,2020,912024,74535,Filer,1102104,Unknown
FBR-2024-917161,61101-1000249-3,Bilal Ahmed,"House 430, Street 30, Model Town, Lahore",Lahore,Punjab,2024-07-29,2024,789860,913,Non-Filer,997741,Unknown
FBR-2019-440278,33100-1000776-2,Hamza Sheikh,"House 405, Street 29, Satellite Town, Quetta",Quetta,Balochistan,2019-02-12,2019,5998535,23580,Non-Filer,8719920,Agriculture
FBR-2019-148999,42101-1001611-7,Chaudhry Muhammad Ahmed,"House 33, Street 18, Jinnah Town, Quetta",Quetta,Balochistan,2019-11-29,2019,3828196,450586,Late-Filer,201674,Unknown
