travel_id,cnic,passenger_name,address,city,province,date,passport_no,travel_type,destination_country,airline,ticket_cost_pkr,hotel_cost_pkr,total_travel_cost_pkr
TRV-2025-675689,54400-1001526-2,Taha Hussain,"House 26, Street 27, Hayatabad, Peshawar",Peshawar,KPK,2025-04-11,AB2606047,Tourism,Dubai,Emirates,180009,795574,975583
TRV-2021-376319,61101-1000001-7,Muhammad Ahmed,"House 99, Street 27, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2021-07-14,CD3153327,Tourism,Doha,Qatar Airways,149792,1013923,1163715
TRV-2019-747886,61101-1000886-2,Saad Qureshi,"House 885, Street 11, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2019-06-01,XY5560047,Business,Dubai,Qatar Airways,896729,1362068,2258797
TRV-2024-400375,61101-1000886-2,Saad Qureshi,"House 885, Street 11, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2024-06-18,XY5935428,Tourism,Istanbul,SereneAir,471617,135664,607281
TRV-2022-553667,61101-1000886-2,Saad Qureshi Sahib,"House 885, Street 11, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2022-01-22,CD8496549,Tourism,Riyadh,Airblue,168549,840941,1009490
TRV-2025-527714,35202-1000039-3,Bilal Ahmed,"House 814, Street 31, Saddar, Hyderabad",Hyderabad,Sindh,2025-08-09,CD3672171,International,Riyadh,Saudia,699994,69312,769306
TRV-2025-417172,35202-1000039-3,B. Ahmed,"House 814, Street 31, Saddar, Hyderabad",Hyderabad,Sindh,2025-08-17,XY5541182,Umrah,Doha,Saudia,167354,154898,322252
TRV-2024-947250,61101-1000138-6,S. Butt,"House 464, Street 30, DHA Phase 5, Lahore",Lahore,Punjab,2024-04-09,AB3667635,International,Riyadh,PIA,782278,1332981,2115259
TRV-2017-680815,33100-1000630-0,Chaudhry Waseem Akram,"House 170, Street 25, DHA Phase 2, Islamabad",Islamabad,Islamabad,2017-01-13,CD3500346,International,Dubai,SereneAir,305231,592189,897420
TRV-2018-935326,33100-1000630-0,Chaudhry Waseem Akram,"House 170, Street 25, DHA Phase 2, Islamabad",Islamabad,Islamabad,2018-10-24,XY2720538,Business,Abu Dhabi,Qatar Airways,246938,236300,483238
TRV-2021-467121,42101-1000899-3,Laiba Khan Sahib,"House 784, Street 19, F-10, Islamabad",Islamabad,Islamabad,2021-07-25,PK7728132,Umrah,Jeddah,SereneAir,546764,176869,723633
TRV-2022-627403,33100-1000651-7,Taha Hussain,"House 925, Street 11, Auto Bhan, Hyderabad",Hyderabad,Sindh,2022-04-24,CD5470152,International,Baku,Emirates,894236,762274,1656510
TRV-2021-686834,35202-1000421-7,Muhammad Ahmed,"House 670, Street 16, Shah Rukn-e-Alam, Multan",Multan,Punjab,2021-12-01,AB6242894,International,Doha,PIA,884569,1415175,2299744
TRV-2018-609830,45501-1000274-8,Nida Hussain Sahib,"House 441, Street 32, F-10, Islamabad",Islamabad,Islamabad,2018-06-20,XY9063549,International,Baku,Airblue,437206,930515,1367721
TRV-2024-673165,45501-1000274-8,Nida Hussain,"House 441, Street 32, F-10, Islamabad",Islamabad,Islamabad,2024-11-11,AB2671398,Family Visit,Kuala Lumpur,Emirates,654564,1019959,1674523
TRV-2018-433172,61101-1001765-5,Chaudhry Danish Butt,"House 945, Street 7, Latifabad, Hyderabad",Hyderabad,Sindh,2018-02-08,PK4458885,Business,Doha,Airblue,432264,327086,759350
TRV-2017-682298,33100-1001550-0,Z. Ahmed,"House 743, Street 19, F-10, Islamabad",Islamabad,Islamabad,2017-06-24,AB2260580,Family Visit,Kuala Lumpur,Turkish Airlines,149195,385322,534517
TRV-2018-763256,33100-1001550-0,Chaudhry Zainab Ahmed,"House 743, Street 19, F-10, Islamabad",Islamabad,Islamabad,2018-08-11,CD7709695,Family Visit,Baku,Saudia,518277,1419217,1937494
TRV-2021-131441,42101-1001514-8,Sana Iqbal,"House 772, Street 30, Gulberg, Faisalabad",Faisalabad,Punjab,2021-10-22,AB9467394,Umrah,Dubai,Saudia,504251,1294031,1798282
TRV-2020-758449,42101-1001514-8,Chaudhry Sana Iqbal,"House 772, Street 30, Gulberg, Faisalabad",Faisalabad,Punjab,2020-04-07,CD6834278,Business,Baku,Saudia,510250,734104,1244354
TRV-2017-807327,42101-1001514-8,Chaudhry Sana Iqbal,"House 772, Street 30, Gulberg, Faisalabad",Faisalabad,Punjab,2017-05-19,AB6239177,Umrah,Bangkok,Airblue,83650,349794,433444
TRV-2023-712491,42101-1000686-2,Taha Hussain Sahib,"House 773, Street 5, DHA Phase 5, Lahore",Lahore,Punjab,2023-11-26,XY3124757,International,Riyadh,Saudia,133988,240943,374931
TRV-2019-678601,33100-1001692-4,Umer Farooq,"House 842, Street 10, Wapda Town, Gujranwala",Gujranwala,Punjab,2019-12-21,CD4105222,International,Baku,Emirates,266442,1020096,1286538
TRV-2018-981973,61101-1001640-0,Chaudhry Huma Ghani,"House 48, Street 10, Shah Rukn-e-Alam, Multan",Multan,Punjab,2018-08-05,PK1044065,Tourism,Abu Dhabi,SereneAir,826508,881478,1707986
TRV-2016-757910,35202-1000778-6,Fatima Ali,"House 989, Street 22, E-11, Islamabad",Islamabad,Islamabad,2016-09-01,PK4155900,International,Baku,Qatar Airways,260835,996401,1257236
TRV-2018-231704,54400-1001568-6,Kamran Qureshi,"House 338, Street 15, Gulberg, Faisalabad",Faisalabad,Punjab,2018-01-13,PK7521121,International,Doha,Saudia,873889,670231,1544120
TRV-2021-141793,54400-1001850-0,H. Ghani,"House 69, Street 24, Nazimabad, Karachi",Karachi,Sindh,2021-01-27,CD3789122,Business,Dubai,Saudia,551879,611708,1163587
TRV-2023-751266,45501-1001027-9,Umer Farooq,"House 546, Street 9, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2023-03-07,AB7410857,Tourism,Istanbul,Airblue,623120,315760,938880
TRV-2025-449692,35202-1000054-8,Rabia Noor Sahib,"House 622, Street 3, DHA Multan, Multan",Multan,Punjab,2025-02-16,PK5777044,Tourism,Doha,Turkish Airlines,753549,355963,1109512
TRV-2017-115107,17301-1001759-3,S. Iqbal,"House 522, Street 30, DHA Phase 5, Lahore",Lahore,Punjab,2017-09-02,PK6574707,Umrah,Istanbul,Emirates,302923,1072393,1375316
TRV-2018-903035,17301-1001759-3,Chaudhry Sana Iqbal,"House 522, Street 30, DHA Phase 5, Lahore",Lahore,Punjab,2018-05-15,PK1220413,Business,Doha,Qatar Airways,149989,329973,479962
TRV-2020-542631,35202-1001106-2,Chaudhry Taha Hussain,"House 148, Street 23, Cantt, Multan",Multan,Punjab,2020-10-21,AB5358107,Family Visit,Riyadh,Emirates,677493,1485812,2163305
TRV-2020-647232,35202-1001106-2,Taha Hussain Sahib,"House 148, Street 23, Cantt, Multan",Multan,Punjab,2020-04-23,CD9296610,Tourism,Doha,Emirates,393138,1485057,1878195
TRV-2025-263995,61101-1000951-7,Hamza Sheikh,"House 461, Street 9, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2025-04-13,XY2084513,Umrah,Baku,SereneAir,522463,345097,867560
TRV-2017-880785,35202-1001757-9,Ayesha Khan,"House 200, Street 25, Satellite Town, Quetta",Quetta,Balochistan,2017-05-02,AB1179486,Business,Riyadh,Qatar Airways,660195,1043576,1703771
TRV-2023-107618,35202-1001757-9,Ayesha Khan,"House 200, Street 25, Satellite Town, Quetta",Quetta,Balochistan,2023-09-01,XY1817763,Business,Baku,Turkish Airlines,560301,567768,1128069
TRV-2016-428866,54400-1000800-0,Huma Ghani,"House 65, Street 16, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2016-08-18,AB9713367,International,Istanbul,Turkish Airlines,301916,330715,632631
TRV-2023-463592,45501-1001506-2,Chaudhry Muhammad Ahmed,"House 965, Street 34, Jinnah Town, Quetta",Quetta,Balochistan,2023-12-26,AB6194054,Family Visit,Baku,SereneAir,631128,984380,1615508
TRV-2016-399601,61101-1000571-7,S. Qureshi,"House 71, Street 13, Brewery Road, Quetta",Quetta,Balochistan,2016-07-30,CD8061063,Tourism,Jeddah,Emirates,217329,206084,423413
TRV-2017-602695,61101-1000571-7,Saad Qureshi,"House 71, Street 13, Brewery Road, Quetta",Quetta,Balochistan,2017-09-11,PK8387743,International,Baku,Airblue,384668,389935,774603
TRV-2023-364761,61101-1001529-3,Laiba Khan,"House 973, Street 35, Warsak Road, Peshawar",Peshawar,KPK,2023-07-02,XY7922438,International,Abu Dhabi,Airblue,349760,1311366,1661126
TRV-2017-541305,54400-1001470-0,Waseem Akram,"House 862, Street 21, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2017-06-20,AB4528956,Tourism,Baku,Emirates,162049,643593,805642
TRV-2022-632843,42101-1001572-4,Khalid Malik,"House 944, Street 31, Gulbahar, Peshawar",Peshawar,KPK,2022-01-06,PK1204107,Family Visit,Dubai,SereneAir,260240,886074,1146314
TRV-2016-857347,54400-1000008-6,F. Ali,"House 830, Street 31, Bosan Road, Multan",Multan,Punjab,2016-06-14,CD8805487,Umrah,Bangkok,Airblue,124801,295334,420135
TRV-2024-285844,61101-1000501-7,S. Qureshi,"House 516, Street 5, Jinnah Town, Quetta",Quetta,Balochistan,2024-10-28,PK1791672,Tourism,Kuala Lumpur,Airblue,220487,1180686,1401173
TRV-2020-257266,42101-1000207-9,Khalid Malik Sahib,"House 715, Street 5, Saddar, Rawalpindi",Rawalpindi,Punjab,2020-01-10,PK4997777,Business,Kuala Lumpur,Airblue,386930,562259,949189
TRV-2025-335912,42101-1000207-9,Chaudhry Khalid Malik,"House 715, Street 5, Saddar, Rawalpindi",Rawalpindi,Punjab,2025-06-18,AB6264366,Tourism,Dubai,PIA,211463,1119272,1330735
TRV-2021-582326,45501-1000423-1,Hassan Khan,"House 232, Street 28, Civil Lines, Gujranwala",Gujranwala,Punjab,2021-10-02,PK6178042,International,Kuala Lumpur,Airblue,808026,167345,975371
TRV-2022-847319,45501-1000423-1,Hassan Khan,"House 232, Street 28, Civil Lines, Gujranwala",Gujranwala,Punjab,2022-11-08,CD7961176,Business,Baku,Emirates,729814,213966,943780
TRV-2024-801764,33100-1000306-2,Chaudhry Mariam Malik,"House 890, Street 15, Auto Bhan, Hyderabad",Hyderabad,Sindh,2024-09-07,CD5358854,International,Riyadh,Airblue,372842,722052,1094894
TRV-2026-537659,45501-1001587-9,Chaudhry Umer Farooq,"House 329, Street 2, Bahadurabad, Karachi",Karachi,Sindh,2026-10-19,CD9245407,Umrah,Bangkok,Airblue,181899,85793,267692
TRV-2026-209435,45501-1001772-4,M. Akhtar,"House 527, Street 18, DHA Phase 2, Islamabad",Islamabad,Islamabad,2026-12-21,AB2262203,Family Visit,Istanbul,Emirates,774676,263837,1038513
TRV-2019-764593,61101-1001894-8,B. Ahmed,"House 49, Street 21, Rohri, Sukkur",Sukkur,Sindh,2019-05-19,AB8476857,Family Visit,Jeddah,Airblue,314926,167210,482136
TRV-2025-357909,35202-1001752-4,A. Raza,"House 11, Street 34, Chaklala, Rawalpindi",Rawalpindi,Punjab,2025-02-28,PK9822740,International,Doha,PIA,882952,1050368,1933320
TRV-2020-219922,61101-1001005-5,Sara Ahmed Sahib,"House 492, Street 19, Satellite Town, Quetta",Quetta,Balochistan,2020-01-29,AB8289099,Family Visit,Istanbul,PIA,370662,588203,958865
TRV-2016-637632,61101-1000633-1,Chaudhry Hassan Khan,"House 461, Street 25, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2016-11-02,CD5968385,International,Abu Dhabi,Airblue,613259,504013,1117272
TRV-2021-821887,61101-1000710-0,Zainab Ahmed,"House 194, Street 22, Nazimabad, Karachi",Karachi,Sindh,2021-04-24,AB2171961,Tourism,Baku,Saudia,125432,660921,786353
TRV-2025-771026,61101-1001872-4,Maham Tariq Sahib,"House 331, Street 3, Cantt, Quetta",Quetta,Balochistan,2025-04-01,AB6942330,International,London,Qatar Airways,400195,582418,982613
TRV-2018-942003,61101-1001872-4,M. Tariq,"House 331, Street 3, Cantt, Quetta",Quetta,Balochistan,2018-11-29,XY9380930,Business,Istanbul,SereneAir,571986,496570,1068556
TRV-2018-152567,61101-1001872-4,M. Tariq,"House 331, Street 3, Cantt, Quetta",Quetta,Balochistan,2018-06-30,PK3449629,International,Bangkok,Airblue,682645,107995,790640
TRV-2020-312906,54400-1001818-6,Shazia Butt,"House 188, Street 17, Saddar, Peshawar",Peshawar,KPK,2020-04-11,AB6483733,Tourism,Jeddah,PIA,776903,133497,910400
TRV-2024-190241,54400-1001818-6,Shazia Butt Sahib,"House 188, Street 17, Saddar, Peshawar",Peshawar,KPK,2024-02-03,PK7801069,International,Riyadh,SereneAir,545011,1458717,2003728
TRV-2016-141760,54400-1001818-6,S. Butt,"House 188, Street 17, Saddar, Peshawar",Peshawar,KPK,2016-04-18,CD1942671,Business,Baku,Turkish Airlines,800454,1045214,1845668
TRV-2019-345986,42101-1001907-9,Maham Tariq,"House 416, Street 17, Brewery Road, Quetta",Quetta,Balochistan,2019-09-23,XY3759752,Umrah,Jeddah,SereneAir,502754,61228,563982
TRV-2025-444146,45501-1000028-6,K. Qureshi,"House 800, Street 19, DHA Phase 2, Islamabad",Islamabad,Islamabad,2025-11-20,AB8023743,Umrah,Abu Dhabi,SereneAir,301444,405484,706928
TRV-2024-960486,45501-1000028-6,Chaudhry Kamran Qureshi,"House 800, Street 19, DHA Phase 2, Islamabad",Islamabad,Islamabad,2024-06-25,AB1512021,Tourism,Kuala Lumpur,Turkish Airlines,215202,684217,899419
TRV-2017-224418,45501-1000028-6,K. Qureshi,"House 800, Street 19, DHA Phase 2, Islamabad",Islamabad,Islamabad,2017-01-06,CD4169954,Business,Jeddah,Airblue,321809,756531,1078340
TRV-2021-223124,17301-1000288-6,Chaudhry Fatima Ali,"House 426, Street 23, Wapda Town, Gujranwala",Gujranwala,Punjab,2021-11-27,CD6641216,Umrah,Riyadh,Emirates,635195,1258795,1893990
TRV-2020-608232,17301-1000288-6,Fatima Ali,"House 426, Street 23, Wapda Town, Gujranwala",Gujranwala,Punjab,2020-01-07,PK7396557,Business,Dubai,Turkish Airlines,382520,823325,1205845
TRV-2024-605894,33100-1000070-0,W. Akram,"House 166, Street 30, Bosan Road, Multan",Multan,Punjab,2024-01-12,CD5557894,Tourism,London,Saudia,203614,1329163,1532777
TRV-2021-491709,42101-1000996-2,F. Mirza,"House 919, Street 27, Queens Road, Sukkur",Sukkur,Sindh,2021-05-06,XY6797505,Family Visit,London,Emirates,397000,1396531,1793531
TRV-2025-682305,35202-1001207-9,Maham Tariq,"House 594, Street 18, Barrage Road, Sukkur",Sukkur,Sindh,2025-08-03,XY3862796,Umrah,Bangkok,Saudia,608675,181492,790167
TRV-2016-759169,45501-1000150-0,Z. Ahmed,"House 953, Street 29, Civil Lines, Gujranwala",Gujranwala,Punjab,2016-01-01,XY7467436,Family Visit,Riyadh,SereneAir,691692,783976,1475668
TRV-2025-371408,61101-1000727-9,Ahmed Baig,"House 362, Street 35, Jinnah Town, Quetta",Quetta,Balochistan,2025-09-18,CD3167653,International,Riyadh,Airblue,896581,638108,1534689
TRV-2026-574746,61101-1001796-2,Saad Qureshi,"House 835, Street 17, Gulberg, Faisalabad",Faisalabad,Punjab,2026-09-26,PK2580872,Tourism,Jeddah,Saudia,767628,722785,1490413
TRV-2016-676952,35202-1000183-1,Fatima Ali,"House 204, Street 1, Military Road, Sukkur",Sukkur,Sindh,2016-01-23,AB8581175,Umrah,Bangkok,Qatar Airways,856929,1005899,1862828
TRV-2022-799474,17301-1000407-9,Muneeb Akhtar,"House 817, Street 33, People Colony, Faisalabad",Faisalabad,Punjab,2022-09-23,CD3489304,Tourism,Jeddah,Turkish Airlines,758547,305589,1064136
TRV-2024-431848,54400-1001053-1,Hassan Khan,"House 981, Street 4, Cantt, Multan",Multan,Punjab,2024-06-16,AB3909001,International,Doha,Emirates,747959,207161,955120
TRV-2025-798775,17301-1000713-1,Chaudhry Hira Shah,"House 786, Street 5, Satellite Town, Gujranwala",Gujranwala,Punjab,2025-12-19,AB3594977,International,Doha,Saudia,742656,875330,1617986
TRV-2020-584854,45501-1001062-4,Umer Farooq,"House 909, Street 27, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2020-06-12,AB9414552,International,Dubai,Saudia,167408,72690,240098
TRV-2024-762123,45501-1001062-4,Umer Farooq,"House 909, Street 27, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2024-02-21,PK4223757,Business,Riyadh,PIA,133248,846071,979319
TRV-2016-943791,42101-1000648-6,Chaudhry Kashif Javed,"House 883, Street 10, People Colony, Faisalabad",Faisalabad,Punjab,2016-09-01,CD2147132,Umrah,London,Airblue,293099,1134145,1427244
TRV-2018-797598,42101-1000648-6,Kashif Javed Sahib,"House 883, Street 10, People Colony, Faisalabad",Faisalabad,Punjab,2018-06-29,PK2264019,International,Baku,Airblue,710345,1177217,1887562
TRV-2023-111105,61101-1000931-7,Taha Hussain,"House 220, Street 18, Peoples Colony, Gujranwala",Gujranwala,Punjab,2023-05-18,XY4350790,International,Doha,Airblue,752698,622487,1375185
TRV-2025-176120,17301-1000450-0,Chaudhry Huma Ghani,"House 502, Street 14, Brewery Road, Quetta",Quetta,Balochistan,2025-05-04,CD5769082,International,Abu Dhabi,Turkish Airlines,703171,352519,1055690
TRV-2025-688448,61101-1001937-9,Umer Farooq,"House 155, Street 4, Bahria Enclave, Islamabad",Islamabad,Islamabad,2025-03-23,AB1919019,Tourism,Bangkok,SereneAir,700167,701004,1401171
TRV-2024-271032,42101-1000701-7,Muhammad Ahmed,"House 227, Street 34, Saddar, Peshawar",Peshawar,KPK,2024-05-15,XY3113115,Family Visit,Kuala Lumpur,Emirates,364155,598539,962694
TRV-2026-748031,42101-1000701-7,M. Ahmed,"House 227, Street 34, Saddar, Peshawar",Peshawar,KPK,2026-01-21,XY8961172,Umrah,Kuala Lumpur,SereneAir,775779,595623,1371402
TRV-2024-234665,45501-1000867-9,Ahmed Baig Sahib,"House 763, Street 14, Rohri, Sukkur",Sukkur,Sindh,2024-08-23,XY2082261,Family Visit,Doha,PIA,160883,1118876,1279759
TRV-2024-488458,45501-1000867-9,Ahmed Baig,"House 763, Street 14, Rohri, Sukkur",Sukkur,Sindh,2024-04-19,PK8722833,Business,Doha,Saudia,479221,1436960,1916181
TRV-2017-271394,33100-1000006-2,Hamza Sheikh,"House 938, Street 2, E-11, Islamabad",Islamabad,Islamabad,2017-10-02,PK3386347,International,Istanbul,PIA,382972,168680,551652
TRV-2022-161667,35202-1001413-1,Hira Shah Sahib,"House 833, Street 17, Madina Town, Faisalabad",Faisalabad,Punjab,2022-02-19,AB3332948,Business,Riyadh,SereneAir,213167,423208,636375
TRV-2025-616368,35202-1000939-3,Nida Hussain,"House 33, Street 15, Nazimabad, Karachi",Karachi,Sindh,2025-05-26,PK5734487,Umrah,Baku,Saudia,344605,1454677,1799282
TRV-2019-520086,35202-1000939-3,Nida Hussain,"House 33, Street 15, Nazimabad, Karachi",Karachi,Sindh,2019-12-22,AB2755491,International,Baku,Airblue,308556,273038,581594
TRV-2023-559623,61101-1000919-3,S. Iqbal,"House 952, Street 21, Brewery Road, Quetta",Quetta,Balochistan,2023-03-22,CD6541988,International,London,Emirates,866037,1177991,2044028
TRV-2023-998862,61101-1000139-3,Amna Chaudhry,"House 338, Street 16, Shah Rukn-e-Alam, Multan",Multan,Punjab,2023-12-14,CD1645113,Business,Jeddah,PIA,766157,1160156,1926313
TRV-2025-558387,17301-1000936-2,Mariam Malik,"House 279, Street 21, DHA Phase 2, Islamabad",Islamabad,Islamabad,2025-04-24,PK6769207,International,Jeddah,PIA,273069,1023505,1296574
TRV-2016-979870,17301-1000936-2,M. Malik,"House 279, Street 21, DHA Phase 2, Islamabad",Islamabad,Islamabad,2016-01-21,XY5008155,Family Visit,Bangkok,Airblue,442422,204148,646570
TRV-2024-808028,61101-1001138-6,Kashif Javed,"House 148, Street 32, Madina Town, Faisalabad",Faisalabad,Punjab,2024-11-18,AB1070522,Umrah,Baku,Emirates,354336,468872,823208
TRV-2026-538883,35202-1000086-2,Fahad Mirza,"House 138, Street 1, Gulberg, Faisalabad",Faisalabad,Punjab,2026-03-16,PK3421556,Family Visit,Jeddah,Saudia,531556,138999,670555
TRV-2020-375889,35202-1000086-2,F. Mirza,"House 138, Street 1, Gulberg, Faisalabad",Faisalabad,Punjab,2020-10-13,PK5931401,Family Visit,Riyadh,Saudia,754266,685469,1439735
TRV-2017-904163,45501-1001631-7,Taha Hussain Sahib,"House 791, Street 4, DHA Phase 2, Islamabad",Islamabad,Islamabad,2017-08-05,CD5889434,Family Visit,London,Turkish Airlines,541251,118183,659434
TRV-2021-143048,17301-1000270-0,Sara Ahmed Sahib,"House 924, Street 5, G-11, Islamabad",Islamabad,Islamabad,2021-12-03,CD3874380,Business,Riyadh,Emirates,100306,152604,252910
TRV-2024-676292,42101-1000098-6,Kamran Qureshi,"House 645, Street 17, Warsak Road, Peshawar",Peshawar,KPK,2024-02-14,PK9162212,International,London,Saudia,467664,1191965,1659629
TRV-2022-292060,54400-1000051-7,Fahad Mirza Sahib,"House 598, Street 18, Cantt, Quetta",Quetta,Balochistan,2022-07-05,AB2351774,Umrah,Kuala Lumpur,Saudia,572426,109876,682302
TRV-2025-115631,42101-1000215-5,Usman Malik,"House 673, Street 26, Queens Road, Sukkur",Sukkur,Sindh,2025-01-01,CD3985900,Family Visit,Dubai,PIA,523236,408336,931572
TRV-2025-322783,42101-1000215-5,Usman Malik Sahib,"House 673, Street 26, Queens Road, Sukkur",Sukkur,Sindh,2025-11-14,XY5526861,Family Visit,Baku,Qatar Airways,222284,990717,1213001
TRV-2024-294643,42101-1000344-8,Nida Hussain,"House 21, Street 13, People Colony, Faisalabad",Faisalabad,Punjab,2024-06-30,PK8245020,Umrah,Baku,Qatar Airways,482362,769324,1251686
TRV-2021-363269,33100-1001049-3,Amna Chaudhry Sahib,"House 848, Street 7, Bahria Town, Lahore",Lahore,Punjab,2021-07-18,CD6710449,Business,Riyadh,SereneAir,612061,493981,1106042
TRV-2017-160762,61101-1001131-7,Saad Qureshi Sahib,"House 427, Street 35, Hussainabad, Hyderabad",Hyderabad,Sindh,2017-07-06,XY8220593,Family Visit,Riyadh,Saudia,792317,1110171,1902488
TRV-2022-633303,61101-1000777-9,Ayesha Khan,"House 267, Street 15, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2022-04-04,PK2925714,Tourism,Baku,Saudia,489687,1306912,1796599
TRV-2024-582936,54400-1000143-1,Hassan Khan Sahib,"House 328, Street 5, Cantt, Multan",Multan,Punjab,2024-03-11,AB2664062,Family Visit,Abu Dhabi,Emirates,463626,903742,1367368
TRV-2017-638997,54400-1000143-1,Chaudhry Hassan Khan,"House 328, Street 5, Cantt, Multan",Multan,Punjab,2017-07-22,PK8550648,International,Riyadh,Qatar Airways,651129,270544,921673
TRV-2019-196196,33100-1001517-9,Umer Farooq,"House 305, Street 6, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2019-01-16,PK5732989,International,Kuala Lumpur,Emirates,551888,784785,1336673
TRV-2025-445563,33100-1001517-9,Chaudhry Umer Farooq,"House 305, Street 6, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2025-04-19,CD1858482,International,Abu Dhabi,PIA,98940,1184229,1283169
TRV-2023-317980,54400-1000621-7,M. Malik,"House 321, Street 34, Cantt, Quetta",Quetta,Balochistan,2023-08-14,XY1343335,Umrah,Doha,PIA,354183,853767,1207950
TRV-2023-552571,54400-1000621-7,Chaudhry Mariam Malik,"House 321, Street 34, Cantt, Quetta",Quetta,Balochistan,2023-06-21,PK4007385,International,Doha,Qatar Airways,490621,358030,848651
TRV-2021-455004,17301-1000172-4,Khalid Malik,"House 186, Street 7, Brewery Road, Quetta",Quetta,Balochistan,2021-11-09,CD7971047,Umrah,London,Qatar Airways,832187,1043541,1875728
TRV-2018-255383,17301-1000172-4,Chaudhry Khalid Malik,"House 186, Street 7, Brewery Road, Quetta",Quetta,Balochistan,2018-08-09,CD8106267,Umrah,Doha,SereneAir,143910,1445009,1588919
TRV-2021-323512,35202-1001690-0,Z. Ahmed,"House 390, Street 9, Samungli Road, Quetta",Quetta,Balochistan,2021-08-02,CD6372688,Umrah,Istanbul,Turkish Airlines,111667,1326226,1437893
TRV-2026-976697,42101-1000663-1,Chaudhry Shazia Butt,"House 367, Street 17, Model Town, Lahore",Lahore,Punjab,2026-06-04,PK8924809,Tourism,Bangkok,SereneAir,539070,893261,1432331
TRV-2016-738067,33100-1000887-9,Umer Farooq Sahib,"House 677, Street 24, Nazimabad, Karachi",Karachi,Sindh,2016-01-09,PK7624069,International,Jeddah,Saudia,703864,719355,1423219
TRV-2021-565560,54400-1001900-0,Chaudhry Zainab Ahmed,"House 210, Street 4, Rohri, Sukkur",Sukkur,Sindh,2021-07-17,CD2974072,Umrah,Riyadh,Qatar Airways,520371,105755,626126
TRV-2022-379338,54400-1001900-0,Zainab Ahmed,"House 210, Street 4, Rohri, Sukkur",Sukkur,Sindh,2022-02-21,CD7786034,Business,Abu Dhabi,Saudia,816057,1403663,2219720
TRV-2021-563716,54400-1001900-0,Z. Ahmed,"House 210, Street 4, Rohri, Sukkur",Sukkur,Sindh,2021-05-26,CD3383180,Tourism,London,Airblue,837212,449153,1286365
TRV-2018-893062,33100-1001556-2,F. Mirza,"House 159, Street 29, Brewery Road, Quetta",Quetta,Balochistan,2018-07-22,CD5500414,Family Visit,Bangkok,Airblue,496634,328431,825065
TRV-2024-591155,35202-1000859-3,Chaudhry Rabia Noor,"House 262, Street 14, Bahria Town, Lahore",Lahore,Punjab,2024-04-12,CD7897043,International,Kuala Lumpur,Emirates,540587,1339299,1879886
TRV-2017-608462,61101-1001670-0,Sara Ahmed,"House 86, Street 33, Auto Bhan, Hyderabad",Hyderabad,Sindh,2017-05-26,PK8504569,Family Visit,Istanbul,Emirates,670949,1006778,1677727
TRV-2023-962929,17301-1000975-5,Huma Ghani,"House 602, Street 8, Bahria Enclave, Islamabad",Islamabad,Islamabad,2023-04-01,XY3579094,Business,Istanbul,Saudia,174123,1276240,1450363
TRV-2021-370974,17301-1000975-5,Huma Ghani,"House 602, Street 8, Bahria Enclave, Islamabad",Islamabad,Islamabad,2021-04-01,PK6607351,International,Jeddah,Emirates,98570,1303522,1402092
TRV-2017-661922,35202-1000664-8,A. Chaudhry,"House 623, Street 2, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2017-02-27,AB6330691,Umrah,Istanbul,Saudia,612768,838127,1450895
TRV-2021-164335,45501-1001314-8,Rabia Noor,"House 542, Street 21, Warsak Road, Peshawar",Peshawar,KPK,2021-02-03,PK8222998,International,Istanbul,Turkish Airlines,693595,489335,1182930
TRV-2024-838739,54400-1001260-0,W. Akram,"House 626, Street 18, New Pind, Sukkur",Sukkur,Sindh,2024-02-09,CD8612677,Business,Abu Dhabi,Saudia,383728,392373,776101
TRV-2019-655851,54400-1001432-4,K. Malik,"House 439, Street 1, Chaklala, Rawalpindi",Rawalpindi,Punjab,2019-03-03,PK9196729,Business,Bangkok,Turkish Airlines,439400,768832,1208232
TRV-2020-711845,54400-1001432-4,Khalid Malik Sahib,"House 439, Street 1, Chaklala, Rawalpindi",Rawalpindi,Punjab,2020-01-05,XY6082814,Family Visit,Istanbul,Saudia,604090,634312,1238402
TRV-2017-786499,45501-1000863-1,A. Iqbal,"House 126, Street 30, DHA Multan, Multan",Multan,Punjab,2017-12-20,AB5378742,Business,Kuala Lumpur,Emirates,609804,1493363,2103167
TRV-2022-517128,33100-1001356-2,Mariam Malik Sahib,"House 765, Street 3, Qasimabad, Hyderabad",Hyderabad,Sindh,2022-05-08,CD7273711,Family Visit,Jeddah,Qatar Airways,423683,506463,930146
